feature_id,name,definition,raw_inputs,availability,versions,units,transformations,windows,mechanism,evidence,interactions,missingness,confounders,source_codes,current_availability,falsification,priority
F28,Impact continuation versus reversal,signed logit(mid at origin)-logit(pre-trade mid); subsequent residual response,trade and pre/post quotes; actual timestamps,"All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 15m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Trade shocks split into transient and persistent components using depth and flow context,E04;E20,Forecast remaining response only; estimate response curves over preregistered horizons.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Predicting already-observed impact; bid-ask bounce; selection on price move,PTRADE;PBOOK,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H28; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F29,Signed-flow autocorrelation,"corr(signed notional in adjacent fixed bins), conditional on total flow","deduplicated fills,sides,times","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 5m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Persistent flow predicts continued repricing beyond the latest bin,E29;HYP,Compare order-linked dedup where possible; retain unknown fill grouping.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Single order split across fills; market-maker inventory cycling,PTRADE,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H29; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F30,Trade size tail shape,p95 size / median size; top-1% volume share; raw distribution retained,"exact trade sizes,notionals,coverage","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 15m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Heavy-tailed flow carries information beyond the maximum trade,HYP,Shrink quantiles and control count; separate signed tails by side.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Small-sample quantile instability; denomination and liquidity effects,PTRADE,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H30; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F31,Flow disagreement,1-abs(net signed notional)/gross notional; wallet-side entropy separately,all buy/sell flow and wallet side counts,"All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 15m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",High opposing flow forecasts volatility or reduced directional reliability,HYP,Primary magnitude target; directional candidate includes signed net flow main effect.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,"Wash-like circulation, market making, complement-token double counts",PTRADE;PWALLET,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H31; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F32,Open-interest versus volume,change(open interest)/gross traded notional with gross flows separate,"as-of OI,trade volume,splits,merges","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",New capital exposure distinguishes informative positioning from churn,HYP,Reconcile with splits/merges; compare OI freshness strata.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,"OI definition, mint/redeem, collateral conversions, delayed indexer",PDATA;PCHAIN,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H32; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F33,Inventory accumulation,wallet net share accumulation over 1h / earlier visible holdings,"wallet historical balances,trades,transfers","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 6h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Accumulation predicts continuation more reliably than isolated purchases,E14;HYP,Trade-only and transfer-adjusted variants; no inferred private portfolio.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Transfers mistaken for buys; hedges in unobserved venues,PWALLET;PCHAIN,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H33; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F34,Wallet specialisation,past-category exposure entropy and category-specific posterior excess score,"mature wallet history,category map version","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 6h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Domain-specific historical skill beats pooled wallet rankings,E10;E24,Leave-one-domain-out sensitivity; compare pooled and partially pooled posteriors.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Posthoc category choice; one dominant event; survivor bias,PWALLET;PGAMMA,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H34; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F35,Public wallet co-trading graph,past-only graph similarity from co-trade times/markets; clustered net flow,"public addresses,fill times,markets; windowed graph","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Repeated co-trading structure predicts incremental flow quality,HYP,No real-person attribution; degree/time-of-day preserving shuffled graph placebo.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,"Common news, exchanges, many people sharing infrastructure; identity uncertainty",PWALLET;PCHAIN,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H35; fail incremental prospective test after timing and baseline controls, or report underpowered.",P3
F36,Cross-venue probability gap,"rule-aligned PM midpoint minus Kalshi implied midpoint, net of observable costs","venue quotes,rule texts,fees,settlement currencies,clock latency","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 5m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",A verified cross-venue gap predicts convergence of the lagging contract,E08;E09,Separate price prediction from executable multi-leg arbitrage; test which venue leads.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,"Different rules, fees, access, currency, liquidity and expiry",XKALSHI;PBOOK,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H36; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F37,Mutually exclusive outcome coherence,sum outcome prices minus 1; executable basket cost separately,"event grouping,all outcome prices,ask depths,fee config","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 15m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Coherence deviations predict relative repricing after full-set and cost controls,E08;E09,Use midpoint deviation for predictive test and basket asks only for economic test.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,"Incomplete outcome set, negative-risk conversion, missing depth",PGAMMA;PBOOK,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H37; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F38,Nested threshold monotonicity,"p(X>higher strike)-p(X>lower strike), matched expiry/rules","strikes,expiry,quotes,oracle definition","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 15m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Violations or unusual curve shape predict relative correction,E08;HYP,Require human-reviewed mapping and bid/ask-aware bounds.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Different time windows or reference prices; mapping errors,PGAMMA;PBOOK,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H38; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F39,Probability-regime nonlinearity,spline(logit(midpoint)) interacting with price and flow features,"probability,returns,flow; training knot locations","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.","Predictive signal changes continuously across near-zero, central and near-one probabilities",E10,Compare continuous effects with fixed probability exclusions on same population.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Mechanical bounded support; favourite-longshot calibration differs by horizon,PBOOK;PTRADE,Some frozen primitives may support exploratory reconstruction; source-clock and grouping limitations apply.,"H39; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F40,Time-to-close and information time,"separate log(seconds_to_close), log(seconds_to_event), log(seconds_to_resolution)","versioned close,announced event and resolution state","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Information time explains signal decay better than an arbitrary time-to-resolution cutoff,E15;HYP,Never substitute current final close date for as-known close date.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Close extensions and source end-date semantics; known outcome before resolution,PGAMMA;POFFICIAL,Some frozen primitives may support exploratory reconstruction; source-clock and grouping limitations apply.,"H40; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F41,Market age and discovery lag,time since creation; time since first observed; discrepancy retained,"createdAt,first received,first tradable book","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",New-market price discovery yields different signal effects from mature markets,HYP,Include delisted and never-active markets in discovery denominator.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Left truncation; retrospective survival; launch incentives,PGAMMA;PBOOK,Some frozen primitives may support exploratory reconstruction; source-clock and grouping limitations apply.,"H41; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F42,Incentive and reward changes,"change in reward rate,min size,max spread,fee config before origin","versioned public incentives,quotes,trades,fees","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Reward changes alter apparent book signals and short-horizon reliability,HYP,Matched interrupted-time analysis plus predictive interaction; no causal claim without assumptions.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Policy responds to liquidity; nonrandom treatment,PREWARD;PBOOK,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H42; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F43,Tick-size transition,tick change indicator and time since change interacting with imbalance,"tick_size_change events,quotes,price regime","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Tick transitions change queue-signal effectiveness,E05;HYP,Control continuous probability and spread/tick ratio.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Price boundary triggers tick changes; endogenous transition,PBOOK,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H43; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F44,Venue-reference basis and TWAP,PM-implied underlying threshold probability relative to Chainlink 30/60s TWAP path and spot basis,"RTDS spot,TWAP values,window times,strike,expiry","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Rule-matched TWAP state improves short crypto forecast beyond spot return,HYP,"Compare spot, reference spot and TWAP incremental arms; stratify pre/post rule changes.",Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Oracle/spot mismatch; data-stream latency; regime migration,PRTDS;XCOIN;PGAMMA,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H44; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F45,Macro release surprise,(first released actual - frozen prerelease expectation)/training historical surprise sd,"official first release,consensus or AREPO prerelease forecast,vintage","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 5m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Release surprise predicts residual PM repricing after ingestion delay,HYP,Expectations and first actual frozen separately; realistic delay curve required.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,"Revised actual, consensus collected after release, simultaneous indicators",XBLS;XFRED;POFFICIAL,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H45; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F46,Official revision surprise,"new vintage minus previous published vintage, scaled by prior uncertainty","vintage history,revision release times,PM quotes","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Revisions convey incremental information about linked event probabilities,HYP,Daily-only timing cannot support minute-level claims; prospective timestamping needed.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,ALFRED date granularity may not prove intraday availability,XFRED;XBLS;XEIA,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H46; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F47,Weather forecast innovation,change in rule-matched probability from consecutive issued forecast ensembles,"forecast issue/valid times,location,threshold,station,uncertainty","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Official forecast revisions lead weather-market repricing,HYP,Retain issued forecast vintages; compare latest level versus revision.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,"Observation delays, revised forecasts, station mismatch and deterministic forecasts",XNOAA;PGAMMA,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H47; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F48,Company filing and disclosure novelty,new numerical guidance or claim minus prior disclosed/expected value; novelty separate,"SEC filing accession,acceptance/receipt time,XBRL units,prior filings","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Relevant filing surprises predict linked market repricing,E19;E20;HYP,"Earliest public dissemination, not filing date alone, determines novelty.",Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Filing reuses earlier press release; XBRL restatement; market already moved,XSEC;XNEWS,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H48; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F49,Search attention innovation,training-seasonally-adjusted change in query interest; sample version retained,"Trends responses,query,region,time grid,request date,coverage","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 6h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Search attention predicts later activity or repricing beyond news counts,E21,Baseline attention forecasts; no assumed official alpha access or intraday precision.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,"Rescaling, sampling, low volume suppression, revised history",XTRENDS,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H49; fail incremental prospective test after timing and baseline controls, or report underpowered.",P3
F50,Public pageview attention,abnormal entity-page views relative to past weekday/time baseline,"Wikimedia pageviews,article identity,publication availability","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 24h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Open attention measures predict activity beyond price and news,E21;HYP,Use as-known published counts; no forward filling end-of-day totals into morning origins.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,"Daily aggregation, bots, unrelated entity news and alias changes",XWIKI,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H50; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F51,Information disagreement,"entropy of source-weighted claim stance, with source weights fit on past data","stance probabilities,source lineage,matching uncertainty","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Contradictory information predicts volatility and lower directional confidence,HYP,Keep extraction entropy distinct from source disagreement; human-adjudicated subset.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Classifier uncertainty versus substantive disagreement; syndication,XNEWS;POFFICIAL,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H51; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
F52,Information decay,signed novelty surprise * exp(-age/tau); tau training-estimated by family,"claim times,novelty,surprise,first observed PM response","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",Information half-life varies by liquidity and determines remaining predictability,E18;E20,New independent facts may reset age; syndicated copies may not.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Choosing decay from final test; repeated reporting resets false freshness,XNEWS;PBOOK,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H52; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F53,Price volatility and flow interaction,flow imbalance * realised volatility state; continuous spline,"return path,signed flow,depth","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 15m forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",The same flow predicts continuation in some volatility regimes and reversal in others,E04;HYP,Use trailing volatility only; include all main effects.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Regime labels fitted with future volatility; interaction overfitting,PTRADE;PBOOK,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H53; fail incremental prospective test after timing and baseline controls, or report underpowered.",P1
F54,Market-response underreaction to corroborated news,claim surprise minus training-predicted surprise from already-observed PM move,"claim numeric surprise,source count,postreceipt PM response","All inputs received, parsed and available by feature cutoff; lagged pre-trade values for denominators; historical labels must mature before cutoff.","Feature/formula, schema/parser, source and mapping versions; model/prompt/embedding versions where applicable.",Native units retained; ratios dimensionless where numerator and denominator are commensurate; prices per share and time units explicit.,Retain raw values and denominators; standardise on training only; compare linear versus spline/tree; log1p only for nonnegative magnitudes with sign separate.,"Primary 1h forecast; trailing feature window defined in formula, otherwise preregister 1m/5m/1h development candidates and freeze selection.",A gap between information magnitude and initial price adjustment predicts continuation,E18;E20,Freeze response model on development and evaluate overreaction as well as underreaction.,Explicit unavailable/stale/truncated/invalid/not-applicable reason; never replace missing by zero; coverage and denominator-zero flags retained.,Residual model fitted on test; selecting only underreaction cases,XNEWS;POFFICIAL;PBOOK,Not established as a complete causal historical series in AREPO; prospective collection or separately labelled reconstruction required.,"H54; fail incremental prospective test after timing and baseline controls, or report underpowered.",P2
